ObjID	dusty_mass	dust_free_mass	star_light_mass	color(u-r)
587722982828474648	9.825	8.501	9.998	2.253
587725041171562645	9.521	8.350	9.944	1.560
587729776370057546	7.080	7.876	9.060	1.056
587722982825787603	9.190	8.733	9.599	1.473
587722982828540257	10.732	7.324	10.104	1.930
587725041171366030	8.329	8.083	9.814	1.072
587729777438687436	8.308	8.621	9.719	1.443
587722982826180697	9.025	9.243	9.681	1.218
587722982828540258	9.387	8.112	9.830	1.481
587729777439146119	8.062	8.757	9.438	0.998
587722982826770451	10.737	7.835	9.994	1.927
587722982828605499	9.301	7.825	8.916	2.124
587725041168089122	8.873	8.645	9.398	1.202
587729777439211705	8.308	8.819	9.393	1.173
587722982827163823	9.302	8.564	9.987	1.606
587725041167499444	8.397	7.647	9.002	1.412
587722982827491396	8.591	8.948	8.597	0.930
587729777444389125	7.495	8.278	9.818	1.188
587722982828933296	10.068	8.348	9.985	1.523
587725041165598988	8.866	8.689	9.992	2.630
587722982827491724	8.818	9.034	9.603	0.967
587729777452974575	9.867	9.428	9.914	1.747
587725041165598949	8.625	8.167	9.938	0.889
587722982829064369	9.588	8.105	9.983	1.512
587722982828212408	9.048	7.750	9.657	1.166
587725041165533393	9.232	8.131	9.782	1.933
587729777975427268	8.092	9.219	9.518	1.200
587722982830113139	9.601	8.454	10.008	1.676
587722982829522985	8.499	7.975	9.797	0.862
587725041165467804	10.170	8.760	10.042	2.128
587729777975754861	8.446	9.040	9.917	1.494
587722982830178312	10.059	8.354	10.002	1.792
587725041165467784	9.785	7.499	9.901	2.290
587729777976279280	7.934	8.651	9.510	1.526
587722982831161384	10.916	8.390	10.058	2.260
587722982830244174	8.601	7.240	9.886	1.314
587725041165467701	9.402	7.623	9.980	2.749
587722982830637350	9.454	7.978	9.875	1.237
587725041165336818	9.151	10.165	9.961	1.879
587729777983750466	8.375	10.064	9.926	13.884
587722982832537841	8.864	9.196	9.887	1.547
587725041164615824	9.485	8.310	9.875	1.483
587729778512756840	8.506	8.813	9.530	2.119
587722982835749016	10.278	8.136	10.044	1.755
587725041164091489	8.553	8.410	9.935	1.949
587729778512888049	8.058	8.927	9.591	1.166
587722982836076705	10.459	8.642	10.069	2.562
587725041163698309	8.614	8.912	9.814	1.204
587729778513412323	8.129	8.575	9.649	1.340
587722982836076938	9.422	8.005	9.634	1.603
587725041162584162	7.805	8.409	8.345	1.047
587729778513412330	9.084	9.049	8.892	1.852
587722982838305195	8.767	8.353	9.074	1.094
587725041162125529	9.065	7.890	10.070	1.740
587729778513739876	8.667	7.912	9.910	1.572
587722982838436181	9.885	8.259	10.087	1.675
587725040633053375	8.477	6.735	9.055	1.024
587729778517934470	5.877	8.977	8.651	1.862
587722983353352398	10.622	8.028	10.012	2.101
587725040632791372	8.565	7.908	9.771	0.981
587722982833914105	9.364	8.770	9.509	1.669
587729778522652688	8.258	8.255	9.913	1.441
587722983359184961	10.340	9.626	10.142	2.482
587725040632725538	10.525	8.307	10.166	2.595
587722982835552695	9.713	7.786	9.779	2.313
587729778527043883	8.628	8.064	9.696	1.447
587722983359643751	10.701	7.807	10.131	2.588
587725040632529186	8.980	8.196	10.090	1.074
587722982836535366	10.640	8.241	10.082	2.398
587729778527699128	9.299	9.016	9.776	1.798
587724199351353658	8.746	7.954	9.931	1.405
587722983361151120	9.262	8.237	9.793	1.418
587722982836863440	10.739	8.611	10.026	1.850
587729779049955471	9.553	8.777	9.790	1.590
587725040630497418	8.437	8.022	9.622	1.334
587722983361872035	8.756	8.675	9.870	1.525
587722982836928969	9.343	8.033	9.848	1.398
587729781202486215	8.609	8.290	9.871	1.784
587722983363117381	9.351	7.690	9.560	2.215
587725040630038662	8.517	8.632	9.646	1.354
587722982837059869	10.041	8.715	9.972	2.311
587729782275506213	8.989	8.649	9.924	1.237
587722983363248237	10.422	8.457	10.058	2.259
587725040629317776	10.293	7.667	10.074	2.043
587722983345553614	10.345	7.876	10.167	2.622
587729782275506267	8.686	8.670	9.792	1.638
587722983363248238	9.672	8.581	10.044	3.436
587725040628596860	9.241	8.040	9.769	2.245
587729970180194587	7.995	8.138	9.564	1.662
587722983363707039	9.529	8.045	9.566	1.662
587725040628465739	9.521	9.043	9.849	2.140
587729970180456813	7.335	8.704	7.352	0.451
587725040628400331	8.098	8.634	7.677	0.964
587722983363772443	10.070	7.805	10.045	1.823
587729971250200922	8.357	8.522	9.069	1.284
587722983363969173	9.053	7.933	9.950	1.618
587725040628007033	9.964	8.941	10.111	2.178
587729971257017034	7.755	7.454	7.567	1.172
587722983364690143	9.317	7.529	9.852	2.338
587725040626892852	9.364	8.881	9.772	1.168
587729971257671794	9.035	7.394	9.769	1.633
587725041705615428	10.582	7.855	10.144	2.069
587725040625778965	8.362	7.902	9.138	1.353
587722983360364722	9.922	8.867	9.954	1.758
587729971790151696	8.800	7.170	9.925	1.890
587725041705484433	9.592	9.286	9.847	1.298
587725040625713271	8.776	9.319	9.618	1.457
587725041704042665	9.877	8.217	10.137	2.193
587729972323090732	7.785	8.759	10.095	1.657
587725041705156821	8.695	8.219	8.933	1.455
587725040098541731	9.411	9.343	9.901	1.627
587729972323418295	9.333	9.486	9.668	2.073
587725041700896914	9.617	9.194	9.877	1.480
587725040097034444	9.237	8.385	9.685	1.761
587729972324270201	8.767	9.017	10.055	1.249
587725041700831373	9.491	9.938	9.860	2.426
587725040095396049	9.793	8.342	9.690	1.548
587729972326760646	8.357	9.389	8.914	1.384
587725041168416977	9.921	8.342	9.957	1.522
587725040094675148	9.227	7.460	9.951	2.333
587730021718032520	7.871	8.243	9.835	1.521
587725041166844159	9.254	7.556	9.747	1.757
587725040094675073	8.809	8.025	9.672	1.432
587730021723406645	7.843	7.937	9.228	1.547
587725041166843974	10.743	8.587	10.109	2.768
587724232642461818	8.764	7.996	9.991	1.550
587730021725176008	8.991	9.225	10.093	1.463
587725041166778425	10.767	8.634	10.163	2.726
587725040094085249	8.851	7.566	9.566	1.533
587725041167040629	10.238	8.034	9.859	2.153
587730022254116985	7.857	8.107	9.850	1.235
587725041165861108	9.042	7.798	9.883	1.969
587725040094085127	8.841	8.210	9.413	1.124
587730022262177971	8.731	8.279	9.869	0.918
587725041164419241	9.471	9.050	9.839	1.627
587725040094019819	9.291	7.961	9.904	1.418
587730022262374849	8.105	7.721	9.983	1.395
587725041164419185	10.124	8.229	10.118	2.012
587725040092709051	9.156	7.672	9.636	1.438
587730022262767856	7.761	7.729	8.151	0.975
587725041164222582	10.472	7.554	10.143	2.540
587725040089825423	10.266	8.415	10.096	2.356
587730023867482350	7.034	8.200	8.763	1.303
587725041164026039	10.518	9.765	10.102	2.440
587725040089759752	9.614	8.242	9.867	1.623
587730772805091585	8.469	7.975	9.849	1.396
587725041162387586	9.740	7.949	9.919	1.785
587725039563767951	9.243	8.329	9.808	1.417
587730772807647558	7.700	7.918	8.973	1.119
587724198819660014	9.523	7.804	9.835	1.884
587725039563505701	9.440	7.861	9.748	0.816
587725041161994328	10.658	9.184	10.041	2.061
587730772808302873	8.376	7.908	9.887	1.229
587725040632004733	9.803	7.404	9.827	1.736
587725039563440231	8.892	7.737	9.953	1.435
587730772809416835	7.598	8.030	9.290	1.352
587725040631808070	8.902	7.770	9.560	1.420
587725039560818753	8.367	7.281	9.907	0.361
587730772810072313	7.809	7.471	9.719	1.254
587725040631611489	10.606	9.173	10.033	2.408
587724234256875648	9.137	7.994	9.818	2.122
587730772810137622	9.138	7.118	9.657	1.626
587725040630104097	8.943	7.142	9.873	1.376
587725039560425684	8.634	7.423	10.101	1.374
587730772810334424	8.496	7.580	10.000	1.824
587725040629907565	9.147	8.349	9.786	1.456
587725039559704769	8.626	9.320	9.593	1.575
587730773344452845	7.744	8.152	9.756	1.321
587724198812319886	9.636	8.699	8.800	1.238
587725040629776502	10.421	7.728	10.136	2.104
587724240157933729	9.287	8.196	9.825	1.481
587724198815531168	10.318	7.797	10.097	2.037
587730773345829143	8.586	8.646	9.729	1.256
587725040628465746	9.779	8.367	9.967	1.616
587725039555575968	10.465	8.219	10.094	2.152
587724199350894722	10.447	8.082	9.866	1.595
587730773601747676	8.595	9.155	9.076	1.614
587724199891042350	8.697	8.356	9.542	1.161
587725039553544437	8.317	7.205	9.391	1.773
587724199352664273	9.450	7.661	9.889	1.822
587730773601747791	7.959	9.760	9.854	1.282
587725040627155041	9.779	8.345	10.034	1.608
587725039553544283	9.616	7.942	9.908	1.771
587730773882306805	8.055	7.992	8.696	0.830
587725040626237583	10.366	8.347	9.999	2.103
587725039552430229	10.318	8.378	10.094	1.689
587725040630104129	10.036	8.785	10.088	1.670
587730773882372437	7.906	8.105	9.379	1.200
587725040625713158	9.054	9.256	9.858	1.484
587724241762123942	8.535	8.386	9.949	1.521
587730773885124947	8.589	8.259	9.901	1.361
587724241762451603	8.432	8.297	9.123	1.173
587725040100180082	10.562	8.054	10.083	2.280
587730773885255926	8.280	8.667	9.747	1.465
587725039552037010	9.611	7.940	9.969	2.296
587725040100180005	10.236	8.159	10.029	2.434
587730773885845958	8.479	8.239	9.813	0.972
587725040100114589	9.168	8.831	9.618	1.297
587725039027028178	9.389	8.010	9.590	1.667
587730773888860441	7.471	8.145	7.172	1.142
587725039024930971	8.886	7.652	9.795	1.338
587725040094740737	8.889	9.396	9.904	1.409
587725039024537867	8.729	9.873	9.698	3.163
587725040094675034	10.539	8.414	10.196	2.662
587730774427631827	8.228	9.173	9.618	1.155
587725040093298929	9.130	9.058	9.884	1.583
587725039024078970	8.807	7.753	9.463	1.479
587730774956900706	8.276	9.782	9.860	0.839
587724242306203664	10.158	8.154	9.995	1.948
587725040090874088	9.722	9.007	9.901	1.545
587730774958342184	9.700	7.655	10.035	2.223
587725039022112892	8.771	7.162	8.782	1.347
587725040089825453	10.460	7.697	10.029	2.050
587730774959849573	8.991	8.587	10.120	1.878
587725040089104627	9.402	8.100	9.891	2.013
587725039022047423	8.566	8.184	9.399	1.146
587725040100704480	9.317	9.410	9.920	1.478
587730775495868651	8.247	8.838	9.709	1.642
587725039021588562	9.334	8.215	9.782	1.167
587725039564030047	10.920	8.318	10.132	2.622
587730775496261807	8.411	7.056	9.990	1.378
587725039563309264	9.321	8.342	9.875	1.216
587725039020015730	9.090	7.777	9.285	1.822
587724232636694556	10.534	9.152	10.240	2.729
587730775496261841	9.163	8.299	9.946	1.636
587725039563243734	9.693	9.138	10.038	2.045
587725039019950218	10.056	8.027	10.045	2.102
587730775501701263	8.103	8.340	8.990	1.855
587725039561998362	10.197	7.770	9.950	2.305
587725039017984040	7.947	7.859	8.939	0.924
587730816286261379	8.338	9.058	9.621	1.257
587725039556296783	8.821	8.666	9.636	1.469
587725039017787395	10.129	8.358	10.082	2.113
587725040093298792	10.902	9.050	10.133	2.621
587730816288096446	7.475	8.897	9.676	0.888
587725039555838050	9.801	8.543	10.051	1.838
587725039015428150	9.805	9.291	10.058	1.742
587725040093298701	10.790	8.444	10.122	2.638
587725039552364619	9.732	9.666	9.790	1.852
587724651132092581	8.402	9.182	8.840	1.314
587725040091988188	10.493	9.251	10.108	2.528
587730816826278013	8.718	9.302	9.790	1.331
587724241763237991	9.566	8.390	9.924	2.209
587724650875191441	8.946	7.824	9.341	1.248
587725040090153097	10.356	8.606	9.959	2.201
587730816830013655	9.090	8.127	10.075	2.000
587725039026241686	9.985	7.824	10.051	1.913
587724650874339426	9.798	8.287	9.757	1.597
587725040090087530	9.460	7.607	9.729	1.597
587730817900413072	9.219	9.215	9.894	1.407
587724242839208035	9.540	9.272	9.972	1.268
587724650874273872	8.560	8.062	8.831	1.351
587730846885938367	7.946	7.133	9.615	1.070
587724242840256608	9.347	8.216	9.789	1.281
587724650872373387	10.214	7.403	9.913	2.278
587730846889541998	8.664	8.241	9.668	1.542
587725039018311866	9.483	7.937	9.923	1.341
587724650871390354	9.696	8.744	9.862	1.855
587730847423595546	8.300	9.724	9.731	1.433
587725039018311853	9.183	7.467	9.965	1.679
587724650869948596	9.416	8.686	9.859	1.595
587730847423726979	8.361	8.495	9.750	1.447
587725039018246312	9.043	8.977	9.784	1.465
587724649797713953	7.744	8.176	8.606	0.667
587730847424185697	8.047	9.496	9.819	1.145
587725039017066646	10.564	9.298	10.180	2.408
587724650867720451	8.452	8.570	9.917	1.564
587730847960400171	9.320	7.608	9.958	1.892
587725039017066617	10.801	6.863	10.152	2.649
587724650867523811	8.564	7.660	9.759	1.698
587730847960531891	8.592	8.044	10.098	1.566
587725039017001114	10.184	8.839	10.171	2.417
587724649802366998	9.966	8.191	10.017	2.235
587730847960596597	9.770	8.906	9.830	2.061
587725039016935551	8.889	8.001	9.771	1.251
587724650867261636	9.760	8.144	9.832	1.900
587730847960728742	8.540	9.014	9.276	1.706
587725039015690255	8.271	8.368	9.358	0.868
587724650867261621	9.446	7.185	9.838	1.914
587730847962497469	10.016	8.435	10.066	2.334
587724649255600320	9.091	7.576	9.493	1.405
587724650867130440	10.398	8.342	10.059	1.845
587731172231348834	8.597	7.742	9.446	1.383
587724649255665930	10.022	8.873	10.097	2.479
587724650866606143	8.922	9.292	9.606	1.072
587724241234100349	9.830	8.376	9.811	1.500
587731172770382248	8.625	7.924	10.191	1.957
587724650874929209	9.204	9.148	9.245	1.244
587724650336616740	8.797	7.911	9.836	1.147
587731173305221649	9.309	8.720	9.583	1.761
587724650870603822	10.768	7.433	10.149	2.724
587724650334912661	9.731	8.516	9.938	1.828
587731173841961012	8.818	8.009	9.996	2.428
587724650868834411	9.346	9.243	9.782	2.159
587724650334716011	9.820	8.369	9.671	1.668
587731173841961970	9.756	7.823	9.961	2.295
587724650868768942	10.603	8.162	10.161	2.562
587724650334453812	8.676	8.710	9.582	1.349
587725039026700471	8.970	8.042	9.571	1.189
587731173842026797	9.099	7.947	9.772	2.159
587724650864377991	9.205	8.309	9.553	1.237
587724650333798480	9.305	7.420	9.934	2.192
587731173842027641	8.533	8.609	9.810	1.629
587724650337075396	9.129	7.900	9.820	1.327
587724650331701276	9.541	8.182	10.028	1.760
587724650332881036	8.710	6.940	8.841	1.095
587724650331046037	9.392	8.527	9.907	1.777
587725039024013441	9.762	7.505	9.682	1.800
587731174918586977	8.954	8.470	9.853	1.447
587724650329210990	9.491	8.190	10.009	1.992
587724650330718338	8.986	8.513	9.899	1.168
587724242308235398	10.244	8.297	9.939	2.203
587731185122410717	8.191	8.055	9.738	1.509
587724650329210986	8.980	7.885	9.799	1.482
587724650330718278	8.721	8.916	9.787	1.431
587725039021261115	9.309	7.652	9.767	1.310
587731185123721573	8.052	8.132	9.876	1.368
587724650329997348	8.482	9.274	9.555	1.463
587725039019098262	9.734	8.015	9.843	1.527
587731185124638852	8.006	7.662	8.899	1.002
587724650329145595	9.647	7.466	10.042	2.093
587724650328227984	9.141	7.976	9.583	1.421
587731185125818527	8.402	9.122	9.643	1.278
587724650329145594	9.790	8.020	9.866	2.170
587725040094871717	10.221	7.965	10.043	2.505
587725039015821454	9.295	7.050	9.487	1.375
587731185125883927	8.267	8.551	8.866	1.146
587724650329145436	10.705	9.152	10.088	2.371
587724649801449608	7.961	9.731	9.980	13.949
587731185131258006	7.917	8.377	8.833	1.369
587724650329145398	10.680	8.406	10.179	2.533
587724649799614767	8.745	7.248	9.575	1.304
587731185133224056	8.324	7.968	9.162	1.296
587724650329145388	10.502	7.864	10.072	2.362
587724649799614469	10.402	9.252	10.026	1.849
587731185133355186	8.140	7.357	8.298	1.061
587724649803022358	10.888	7.889	10.109	2.591
587724649796599960	8.570	7.333	9.710	1.405
587724650867785828	9.992	7.754	10.027	2.314
587731185672716368	8.573	9.462	9.502	1.452
587724649802825757	10.642	8.084	10.131	2.595
587724649795879039	9.205	8.700	9.583	1.546
587724650867785814	9.007	9.095	9.915	1.248
587731186194120800	6.975	8.494	9.795	0.711
587724649802039347	10.424	8.175	9.738	2.235
587724649795420300	8.774	9.171	9.795	1.413
587731186200740108	7.745	8.854	9.606	1.281
587724649796927685	9.311	8.281	9.814	1.761
587724649793913150	8.789	8.872	9.696	1.420
587731186208473201	9.074	8.809	9.952	1.906
587724649794961465	8.846	9.097	8.947	1.459
587724649793847474	8.776	7.942	9.704	1.446
587731186727059905	7.935	8.841	9.002	1.325
587724649793978487	8.394	8.260	8.502	1.172
587724649793650861	9.034	7.578	9.850	2.160
587731186732171355	8.044	7.429	9.829	2.417
587724649521479859	9.259	8.179	9.539	1.424
587724649793650798	9.052	9.610	9.913	2.338
587724649265299583	9.852	8.216	9.953	1.716
587724649793650785	9.627	8.448	9.970	1.617
587731186742263947	7.810	7.595	9.025	1.225
587724649264971817	10.720	9.416	9.943	2.250
587724649793519630	9.204	8.429	9.982	1.770
587724650337075280	9.438	7.532	9.969	1.302
587731186743509161	7.707	7.845	7.628	1.249
587724649264840994	8.967	8.217	9.510	1.349
587725041704960360	8.780	8.863	10.038	1.275
587731186744033320	9.239	7.187	9.745	1.428
587724649257894099	9.579	7.352	9.813	1.702
587724649266085961	10.021	8.127	10.098	1.807
587724650331570259	9.107	8.949	9.288	1.255
587731187281821832	8.328	8.641	9.787	1.564
587724649256714395	8.771	8.464	9.836	1.494
587731187797262641	8.162	7.743	9.795	1.284
587724649255665919	9.717	8.088	9.976	2.144
587725074990825942	9.127	8.953	9.602	1.793
587731187797917831	9.074	8.932	9.896	1.383
587725469590815042	9.588	8.556	10.050	2.229
587724649261301882	10.153	9.684	9.937	1.894
587731187799753263	8.657	7.789	9.910	2.272
587724649253109945	9.112	8.114	9.864	1.948
587724649259466766	10.195	9.790	10.135	2.497
587724648722989201	9.338	9.431	9.733	1.768
587724649256910977	9.691	8.494	9.849	1.546
587731499189862534	8.552	8.775	9.349	1.311
587724648720957632	9.995	8.072	10.093	2.366
587724649256714563	8.760	8.440	9.935	1.010
587731500256002261	8.002	8.013	9.973	11.141
587724648719253878	9.187	8.177	10.095	1.524
587724649256648713	8.660	8.563	10.107	1.682
587731500262948919	8.543	7.684	9.560	1.833
587724648719253687	9.360	7.927	9.891	2.189
587724649253896410	9.061	9.246	9.882	1.263
587731500797526113	8.300	8.628	8.994	1.188
587724648718926016	10.011	7.907	10.039	1.739
587725469592715391	8.074	8.419	9.524	0.561
587724649799876678	8.712	7.545	9.872	1.137
587731501335838936	8.743	9.234	9.929	1.856
587725471203459202	10.700	7.775	10.149	2.524
587724648728822018	8.873	7.798	10.102	1.227
587731501337411622	8.318	8.393	9.472	1.483
587724648182186150	8.768	8.471	10.022	1.183
587724648728559752	8.768	9.447	9.829	1.321
587731501337411819	8.210	8.808	10.097	2.982
587724648182186038	10.762	7.630	10.137	2.234
587724648725086281	8.990	7.882	9.890	1.184
587731511531733080	8.691	8.659	9.602	1.325
587724648182186015	10.315	8.244	10.012	1.805
587724648725020803	10.483	8.611	9.964	1.990
587731511540908169	7.175	8.437	9.104	0.840
587724648182120732	8.686	7.619	10.020	1.449
587724648723710031	8.860	8.230	9.203	1.109
587731512071291182	8.317	8.664	9.705	1.170
587724648182120632	10.120	8.429	10.023	1.589
587724648721743925	9.029	8.495	9.702	1.261
587731512080859257	7.611	8.127	9.043	1.185
587724648181989385	10.094	9.134	9.743	1.679
587724648721678356	8.732	8.248	9.650	1.338
587724649790177371	9.147	9.161	9.725	1.550
587731512606326893	8.464	9.174	9.781	1.675
587724648181727251	10.347	8.172	9.912	2.286
587724648720498957	8.643	8.797	9.261	1.176
587731512610258965	8.271	7.494	8.795	1.223
587725491598196977	10.312	7.915	10.112	2.750
587724648718794972	9.280	7.985	9.813	1.529
587731512618778836	7.867	7.202	8.086	2.091
587725491599900877	9.764	7.578	10.045	2.269
587724648192344203	9.508	9.304	9.715	1.856
587724649265496200	8.639	8.216	9.130	1.088
587725491599900890	10.124	7.886	10.069	2.223
587724648191098982	8.968	8.431	9.921	1.225
587725074454020305	10.094	8.008	9.372	1.474
587731513147129914	8.628	8.934	9.186	1.390
587724648183431298	9.981	7.078	10.181	2.592
587724649258680498	9.893	6.994	9.569	1.828
587731513153290382	7.247	7.660	9.567	0.888
587724242844188892	9.179	7.295	9.464	2.783
587724649258418305	10.483	8.438	10.045	2.521
587731513154273388	7.987	7.671	9.792	1.531
